Protein A	Protein B
Q14258	9606.ENSP00000496832
Q14258	9606.ENSP00000497271
Q14258	9606.ENSP00000497271
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000301656
O76014	9606.ENSP00000334798
O76014	9606.ENSP00000251646
O76014	9606.ENSP00000225899
O76014	9606.ENSP00000246646
O76014	9606.ENSP00000307240
O76014	9606.ENSP00000257901
O76014	9606.ENSP00000369349
O76014	9606.ENSP00000257901
O76014	9606.ENSP00000334798
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000246646
O76014	9606.ENSP00000301656
O76014	9606.ENSP00000251646
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000334798
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000301656
O76014	9606.ENSP00000369349
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000251646
O76014	9606.ENSP00000369349
O76014	9606.ENSP00000334798
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000257901
O76014	9606.ENSP00000301656
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000369349
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000307240
O76014	9606.ENSP00000301656
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000334798
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000307240
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000369349
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000310573
O76014	9606.ENSP00000334798
O76014	9606.ENSP00000377558
O76014	9606.ENSP00000377558
P48668	9606.ENSP00000252250
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000252252
P48668	9606.ENSP00000301653
P48668	9606.ENSP00000252242
P48668	9606.ENSP00000342710
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000269489
P48668	9606.ENSP00000422626
P48668	9606.ENSP00000252250
P48668	9606.ENSP00000301653
P48668	9606.ENSP00000252252
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000252244
P48668	9606.ENSP00000422626
P48668	9606.ENSP00000252250
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000252252
P48668	9606.ENSP00000342710
P48668	9606.ENSP00000301653
P48668	9606.ENSP00000269489
P48668	9606.ENSP00000422626
P48668	9606.ENSP00000342710
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000252252
P48668	9606.ENSP00000342710
P48668	9606.ENSP00000269489
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000301653
P48668	9606.ENSP00000342710
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000306461
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000369317
P48668	9606.ENSP00000369317
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000339299
O75962	9606.ENSP00000339299
O75962	9606.ENSP00000339467
O75962	9606.ENSP00000348461
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000304283
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000285735
O75962	9606.ENSP00000339299
O75962	9606.ENSP00000348461
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000304283
O75962	9606.ENSP00000339299
O75962	9606.ENSP00000348461
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000348461
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000339299
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000339467
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000348461
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000348461
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000400175
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000485033
O75962	9606.ENSP00000497733
O75962	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000268933
Q9NZM3	9606.ENSP00000320543
Q9NZM3	9606.ENSP00000393313
Q9NZM3	9606.ENSP00000360798
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000348602
Q9NZM3	9606.ENSP00000347244
Q9NZM3	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000348602
Q9NZM3	9606.ENSP00000320543
Q9NZM3	9606.ENSP00000347244
Q9NZM3	9606.ENSP00000393313
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000360798
Q9NZM3	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000348602
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000393313
Q9NZM3	9606.ENSP00000347244
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000360798
Q9NZM3	9606.ENSP00000348602
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000393313
Q9NZM3	9606.ENSP00000360798
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000393313
Q9NZM3	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000360798
Q9NZM3	9606.ENSP00000497733
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000393313
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000393776
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000400459
Q9NZM3	9606.ENSP00000473001
Q9NZM3	9606.ENSP00000473001
Q9Y5W9	9606.ENSP00000323435
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000281187
Q9Y5W9	9606.ENSP00000263559
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000299138
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000323435
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000281187
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000299138
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000299138
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000323435
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000281187
Q9Y5W9	9606.ENSP00000263559
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000299138
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000323435
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000281187
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000299138
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000299138
Q9Y5W9	9606.ENSP00000310620
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000366452
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000480853
Q9Y5W9	9606.ENSP00000377059
Q9Y5W9	9606.ENSP00000418593
Q9Y5W9	9606.ENSP00000480853
O43707	9606.ENSP00000377789
O43707	9606.ENSP00000360305
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000458162
O43707	9606.ENSP00000252699
O43707	9606.ENSP00000324422
O43707	9606.ENSP00000377941
O43707	9606.ENSP00000458162
O43707	9606.ENSP00000360305
O43707	9606.ENSP00000356587
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000324422
O43707	9606.ENSP00000377789
O43707	9606.ENSP00000368190
O43707	9606.ENSP00000385450
O43707	9606.ENSP00000377941
O43707	9606.ENSP00000360305
O43707	9606.ENSP00000458162
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000377941
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000377789
O43707	9606.ENSP00000368190
O43707	9606.ENSP00000458162
O43707	9606.ENSP00000377941
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000377941
O43707	9606.ENSP00000377789
O43707	9606.ENSP00000377941
O43707	9606.ENSP00000458162
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000385450
O43707	9606.ENSP00000385450
O43707	9606.ENSP00000458162
O43707	9606.ENSP00000494750
O43707	9606.ENSP00000494750
Q08043	9606.ENSP00000239926
Q08043	9606.ENSP00000352272
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000350332
Q08043	9606.ENSP00000355537
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000355645
Q08043	9606.ENSP00000307280
Q08043	9606.ENSP00000350332
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000307280
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000355645
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000355537
Q08043	9606.ENSP00000352272
Q08043	9606.ENSP00000352272
Q08043	9606.ENSP00000350332
Q08043	9606.ENSP00000355537
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000355645
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000355537
Q08043	9606.ENSP00000352272
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000355645
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000355645
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000355537
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000355645
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000361636
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000370975
Q08043	9606.ENSP00000467141
Q08043	9606.ENSP00000422007
Q08043	9606.ENSP00000467141
O95816	9606.ENSP00000296464
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000255631
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000296464
O95816	9606.ENSP00000255631
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000296464
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000296464
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000255631
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000296464
O95816	9606.ENSP00000255631
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000296464
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000302961
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000338814
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000358081
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000359727
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000437125
O95816	9606.ENSP00000487365
O95816	9606.ENSP00000489189
O95816	9606.ENSP00000489189
P16234	9606.ENSP00000330382
P16234	9606.ENSP00000346508
P16234	9606.ENSP00000265171
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000263967
P16234	9606.ENSP00000257290
P16234	9606.ENSP00000261799
P16234	9606.ENSP00000265171
P16234	9606.ENSP00000261799
P16234	9606.ENSP00000263967
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000422464
P16234	9606.ENSP00000346508
P16234	9606.ENSP00000330382
P16234	9606.ENSP00000376865
P16234	9606.ENSP00000263967
P16234	9606.ENSP00000265171
P16234	9606.ENSP00000346508
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000330382
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000376865
P16234	9606.ENSP00000422464
P16234	9606.ENSP00000330382
P16234	9606.ENSP00000346508
P16234	9606.ENSP00000265171
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000422464
P16234	9606.ENSP00000376865
P16234	9606.ENSP00000346508
P16234	9606.ENSP00000330382
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000376865
P16234	9606.ENSP00000422464
P16234	9606.ENSP00000346508
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000489597
P16234	9606.ENSP00000376865
P16234	9606.ENSP00000422464
P16234	9606.ENSP00000422464
P16234	9606.ENSP00000428056
P16234	9606.ENSP00000489597
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000269571
P21860	9606.ENSP00000275493
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000267101
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000275493
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000269571
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000275493
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000428056
P16389	9606.ENSP00000280684
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000365745
P16389	9606.ENSP00000360806
P16389	9606.ENSP00000328511
P16389	9606.ENSP00000358784
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000328511
P16389	9606.ENSP00000358784
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000365745
P16389	9606.ENSP00000354778
P16389	9606.ENSP00000358784
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000360806
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000367323
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000371985
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000419952
P16389	9606.ENSP00000487785
P16389	9606.ENSP00000487785
Q13303	9606.ENSP00000358786
Q13303	9606.ENSP00000280684
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000333496
Q13303	9606.ENSP00000328511
Q13303	9606.ENSP00000358784
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000333496
Q13303	9606.ENSP00000328511
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000358786
Q13303	9606.ENSP00000328511
Q13303	9606.ENSP00000358784
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000358786
Q13303	9606.ENSP00000333496
Q13303	9606.ENSP00000358784
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000358786
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000367323
Q13303	9606.ENSP00000368066
Q13303	9606.ENSP00000371985
Q13303	9606.ENSP00000487785
Q13303	9606.ENSP00000487785
P30622	9606.ENSP00000364721
P30622	9606.ENSP00000233121
P30622	9606.ENSP00000354791
P30622	9606.ENSP00000268182
P30622	9606.ENSP00000263710
P30622	9606.ENSP00000327760
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000439020
P30622	9606.ENSP00000263710
P30622	9606.ENSP00000327760
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000354791
P30622	9606.ENSP00000364721
P30622	9606.ENSP00000327760
P30622	9606.ENSP00000354791
P30622	9606.ENSP00000364721
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000327760
P30622	9606.ENSP00000354558
P30622	9606.ENSP00000364721
P30622	9606.ENSP00000497733
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000354791
P30622	9606.ENSP00000364721
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000497733
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000364721
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000497733
P30622	9606.ENSP00000439020
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000497733
P30622	9606.ENSP00000479322
P30622	9606.ENSP00000497733
Q15691	9606.ENSP00000313950
Q15691	9606.ENSP00000327760
Q15691	9606.ENSP00000361298
Q15691	9606.ENSP00000432768
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000354791
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000354791
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000357283
Q15691	9606.ENSP00000432768
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000361298
Q15691	9606.ENSP00000361298
Q15691	9606.ENSP00000432768
Q15691	9606.ENSP00000354791
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000432768
Q15691	9606.ENSP00000361298
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000432768
Q15691	9606.ENSP00000364721
Q15691	9606.ENSP00000432768
Q15691	9606.ENSP00000479322
Q15691	9606.ENSP00000479322
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000254976
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000222256
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000261205
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000254976
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000261205
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000261205
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000254976
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000222256
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000261205
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000254976
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000261205
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000261205
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000263233
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000428417
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000377372
P17600	9606.ENSP00000497806
P17600	9606.ENSP00000295987
P17600	9606.ENSP00000418572
P17600	9606.ENSP00000340820
P17600	9606.ENSP00000428417
