;<hmm name>;;;
#=ID;SH2;(Pfam);SH2_LIG_4-13;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-1;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-8;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-3;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-0;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-18;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-2;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-45;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-52;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-20;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-1;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-39;(PLoS_CB_2010)
#=ID;Peptidase_C14;(Pfam);Peptidase_C14_LIG_2-0;(PLoS_CB_2010)
#=ID;SH3_2;(Pfam);SH3_2_LIG_2-0;(PLoS_CB_2010)
#=ID;Ephrin_lbd;(Pfam);Ephrin_lbd_LIG_3-0;(PLoS_CB_2010)
#=ID;SH3_2;(Pfam);SH3_2_LIG_0-0;(PLoS_CB_2010)
#=ID;C1-set;(Pfam);C1-set_LIG_1-0;(PLoS_CB_2010)
#=ID;Ribosomal_L30;(Pfam);Ribosomal_L30_LIG_0-0;(PLoS_CB_2010)
#=ID;FERM_M;(Pfam);FERM_M_LIG_1-0;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-0;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-8;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-5;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-3;(PLoS_CB_2010)
#=ID;Med18;(Pfam);Med18_LIG_2-0;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-9;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-0;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-3;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-1;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-4;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-11;(PLoS_CB_2010)
#=ID;SHS2_Rpb7-N;(Pfam);SHS2_Rpb7-N_LIG_4-0;(PLoS_CB_2010)
#=ID;SHS2_Rpb7-N;(Pfam);SHS2_Rpb7-N_LIG_4-12;(PLoS_CB_2010)
#=ID;SHS2_Rpb7-N;(Pfam);SHS2_Rpb7-N_LIG_4-9;(PLoS_CB_2010)
#=ID;Sina;(Pfam);Sina_LIG_0-1;(PLoS_CB_2010)
#=ID;Sina;(Pfam);Sina_LIG_0-0;(PLoS_CB_2010)
#=ID;Sina;(Pfam);Sina_LIG_0-2;(PLoS_CB_2010)
#=ID;Spc24;(Pfam);Spc24_LIG_4-0;(PLoS_CB_2010)
#=ID;Spc24;(Pfam);Spc24_LIG_4-1;(PLoS_CB_2010)
#=ID;Ribosomal_S19;(Pfam);Ribosomal_S19_LIG_0-0;(PLoS_CB_2010)
#=ID;MIT;(Pfam);MIT_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L15e;(Pfam);Ribosomal_L15e_LIG_0-0;(PLoS_CB_2010)
#=ID;SUFU;(Pfam);SUFU_LIG_0-0;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_2-0;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-5;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-0;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-29;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-1;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-9;(PLoS_CB_2010)
#=ID;NEMO;(Pfam);NEMO_LIG_0-0;(PLoS_CB_2010)
#=ID;BRCT;(Pfam);BRCT_LIG_2-0;(PLoS_CB_2010)
#=ID;BRCT;(Pfam);BRCT_LIG_2-2;(PLoS_CB_2010)
#=ID;BRCT;(Pfam);BRCT_LIG_2-7;(PLoS_CB_2010)
#=ID;EF-hand_4;(Pfam);EF-hand_4_LIG_0-0;(PLoS_CB_2010)
#=ID;EF-hand_4;(Pfam);EF-hand_4_LIG_0-4;(PLoS_CB_2010)
#=ID;SUFU_C;(Pfam);SUFU_C_LIG_1-0;(PLoS_CB_2010)
#=ID;SPRY;(Pfam);SPRY_LIG_0-0;(PLoS_CB_2010)
#=ID;NifU_N;(Pfam);NifU_N_LIG_3-0;(PLoS_CB_2010)
#=ID;NifU_N;(Pfam);NifU_N_LIG_3-9;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_1-0;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_1-1;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_1-2;(PLoS_CB_2010)
#=ID;SWIB;(Pfam);SWIB_LIG_1-0;(PLoS_CB_2010)
#=ID;SWIB;(Pfam);SWIB_LIG_1-1;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_1-0;(PLoS_CB_2010)
#=ID;Spin-Ssty;(Pfam);Spin-Ssty_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_S5_C;(Pfam);Ribosomal_S5_C_LIG_2-0;(PLoS_CB_2010)
#=ID;HSP70;(Pfam);HSP70_LIG_2-9;(PLoS_CB_2010)
#=ID;HSP70;(Pfam);HSP70_LIG_2-0;(PLoS_CB_2010)
#=ID;HSP70;(Pfam);HSP70_LIG_2-7;(PLoS_CB_2010)
#=ID;Pkinase;(Pfam);Pkinase_LIG_9-0;(PLoS_CB_2010)
#=ID;Syntaxin;(Pfam);Syntaxin_LIG_0-0;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_2-0;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_2-27;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_2-1;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_2-3;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_2-21;(PLoS_CB_2010)
#=ID;TNF;(Pfam);TNF_LIG_6-0;(PLoS_CB_2010)
#=ID;RNase_PH;(Pfam);RNase_PH_LIG_5-0;(PLoS_CB_2010)
#=ID;TPR_1;(Pfam);TPR_1_LIG_2-3;(PLoS_CB_2010)
#=ID;TPR_1;(Pfam);TPR_1_LIG_2-1;(PLoS_CB_2010)
#=ID;TPR_1;(Pfam);TPR_1_LIG_2-0;(PLoS_CB_2010)
#=ID;TPR_1;(Pfam);TPR_1_LIG_2-22;(PLoS_CB_2010)
#=ID;BTB_2;(Pfam);BTB_2_LIG_0-0;(PLoS_CB_2010)
#=ID;SWIRM-assoc_1;(Pfam);SWIRM-assoc_1_LIG_0-0;(PLoS_CB_2010)
#=ID;SWIRM-assoc_1;(Pfam);SWIRM-assoc_1_LIG_0-2;(PLoS_CB_2010)
#=ID;SWIRM-assoc_1;(Pfam);SWIRM-assoc_1_LIG_0-3;(PLoS_CB_2010)
#=ID;Peptidase_M1;(Pfam);Peptidase_M1_LIG_0-0;(PLoS_CB_2010)
#=ID;TPR_12;(Pfam);TPR_12_LIG_1-0;(PLoS_CB_2010)
#=ID;TPR_12;(Pfam);TPR_12_LIG_1-7;(PLoS_CB_2010)
#=ID;TPR_8;(Pfam);TPR_8_LIG_0-0;(PLoS_CB_2010)
#=ID;TPR_8;(Pfam);TPR_8_LIG_0-1;(PLoS_CB_2010)
#=ID;SUFU_C;(Pfam);SUFU_C_LIG_0-0;(PLoS_CB_2010)
#=ID;Tropomyosin;(Pfam);Tropomyosin_LIG_4-0;(PLoS_CB_2010)
#=ID;Tropomyosin;(Pfam);Tropomyosin_LIG_4-1;(PLoS_CB_2010)
#=ID;TPR_7;(Pfam);TPR_7_LIG_1-0;(PLoS_CB_2010)
#=ID;TPR_12;(Pfam);TPR_12_LIG_0-0;(PLoS_CB_2010)
#=ID;Toprim;(Pfam);Toprim_LIG_0-0;(PLoS_CB_2010)
#=ID;TRF;(Pfam);TRF_LIG_2-0;(PLoS_CB_2010)
#=ID;TRF;(Pfam);TRF_LIG_2-1;(PLoS_CB_2010)
#=ID;TRF;(Pfam);TRF_LIG_2-6;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_14-0;(PLoS_CB_2010)
#=ID;TPR_12;(Pfam);TPR_12_LIG_2-0;(PLoS_CB_2010)
#=ID;TUDOR;(Pfam);TUDOR_LIG_0-0;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_19-0;(PLoS_CB_2010)
#=ID;Ufm1;(Pfam);Ufm1_LIG_0-0;(PLoS_CB_2010)
#=ID;Ufm1;(Pfam);Ufm1_LIG_0-20;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_1-0;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_0-0;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_1-0;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_0-26;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_0-0;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_0-33;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_0-45;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_0-2;(PLoS_CB_2010)
#=ID;USP7_ICP0_bdg;(Pfam);USP7_ICP0_bdg_LIG_0-6;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_17-0;(PLoS_CB_2010)
#=ID;AMPKBI;(Pfam);AMPKBI_LIG_0-0;(PLoS_CB_2010)
#=ID;AMPKBI;(Pfam);AMPKBI_LIG_0-16;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb1_1;(Pfam);RNA_pol_Rpb1_1_LIG_9-0;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_13-0;(PLoS_CB_2010)
#=ID;PHD;(Pfam);PHD_LIG_2-0;(PLoS_CB_2010)
#=ID;PHD;(Pfam);PHD_LIG_2-1;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb8;(Pfam);RNA_pol_Rpb8_LIG_0-0;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb8;(Pfam);RNA_pol_Rpb8_LIG_0-32;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_4-0;(PLoS_CB_2010)
#=ID;PCI;(Pfam);PCI_LIG_4-0;(PLoS_CB_2010)
#=ID;SET;(Pfam);SET_LIG_1-0;(PLoS_CB_2010)
#=ID;SET;(Pfam);SET_LIG_1-1;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_5-0;(PLoS_CB_2010)
#=ID;SAC3;(Pfam);SAC3_LIG_0-19;(PLoS_CB_2010)
#=ID;SAC3;(Pfam);SAC3_LIG_0-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_27-1;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_27-0;(PLoS_CB_2010)
#=ID;Tropomyosin;(Pfam);Tropomyosin_LIG_1-0;(PLoS_CB_2010)
#=ID;Tropomyosin;(Pfam);Tropomyosin_LIG_1-2;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_5-0;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_5-4;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_5-28;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_5-55;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_5-1;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_33-2;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_33-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_33-1;(PLoS_CB_2010)
#=ID;UPAR_LY6;(Pfam);UPAR_LY6_LIG_2-0;(PLoS_CB_2010)
#=ID;UPAR_LY6;(Pfam);UPAR_LY6_LIG_2-19;(PLoS_CB_2010)
#=ID;UPAR_LY6;(Pfam);UPAR_LY6_LIG_2-1;(PLoS_CB_2010)
#=ID;UPAR_LY6;(Pfam);UPAR_LY6_LIG_2-17;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_45-0;(PLoS_CB_2010)
#=ID;Tropomyosin;(Pfam);Tropomyosin_LIG_2-0;(PLoS_CB_2010)
#=ID;Synaptobrevin;(Pfam);Synaptobrevin_LIG_0-3;(PLoS_CB_2010)
#=ID;Synaptobrevin;(Pfam);Synaptobrevin_LIG_0-0;(PLoS_CB_2010)
#=ID;Synaptobrevin;(Pfam);Synaptobrevin_LIG_0-5;(PLoS_CB_2010)
#=ID;Synaptobrevin;(Pfam);Synaptobrevin_LIG_0-1;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_23-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_23-1;(PLoS_CB_2010)
#=ID;Vinculin;(Pfam);Vinculin_LIG_0-0;(PLoS_CB_2010)
#=ID;Vinculin;(Pfam);Vinculin_LIG_0-2;(PLoS_CB_2010)
#=ID;YEATS;(Pfam);YEATS_LIG_2-20;(PLoS_CB_2010)
#=ID;YEATS;(Pfam);YEATS_LIG_2-15;(PLoS_CB_2010)
#=ID;YEATS;(Pfam);YEATS_LIG_2-0;(PLoS_CB_2010)
#=ID;YEATS;(Pfam);YEATS_LIG_2-1;(PLoS_CB_2010)
#=ID;zf-CW;(Pfam);zf-CW_LIG_0-0;(PLoS_CB_2010)
#=ID;YBD;(Pfam);YBD_LIG_2-21;(PLoS_CB_2010)
#=ID;YBD;(Pfam);YBD_LIG_2-1;(PLoS_CB_2010)
#=ID;YBD;(Pfam);YBD_LIG_2-0;(PLoS_CB_2010)
#=ID;YBD;(Pfam);YBD_LIG_2-22;(PLoS_CB_2010)
#=ID;YBD;(Pfam);YBD_LIG_2-2;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-32;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-34;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-0;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-5;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-49;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-56;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-8;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-60;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-35;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_2-2;(PLoS_CB_2010)
#=ID;WH1;(Pfam);WH1_LIG_1-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_31-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_6-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_6-4;(PLoS_CB_2010)
#=ID;XPC-binding;(Pfam);XPC-binding_LIG_0-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_11-4;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_11-19;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_11-21;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_11-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_11-1;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_11-18;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_13-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_13-1;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_13-22;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_3-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_3-6;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_3-1;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_3-14;(PLoS_CB_2010)
#=ID;Synaptobrevin;(Pfam);Synaptobrevin_LIG_1-0;(PLoS_CB_2010)
#=ID;VWA;(Pfam);VWA_LIG_0-0;(PLoS_CB_2010)
#=ID;VWA;(Pfam);VWA_LIG_0-3;(PLoS_CB_2010)
#=ID;VWA;(Pfam);VWA_LIG_0-2;(PLoS_CB_2010)
#=ID;VWA;(Pfam);VWA_LIG_0-12;(PLoS_CB_2010)
#=ID;VWA;(Pfam);VWA_LIG_0-32;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_35-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_35-1;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_35-2;(PLoS_CB_2010)
#=ID;WH1;(Pfam);WH1_LIG_2-1;(PLoS_CB_2010)
#=ID;WH1;(Pfam);WH1_LIG_2-0;(PLoS_CB_2010)
#=ID;CBFB_NFYA;(Pfam);CBFB_NFYA_LIG_0-26;(PLoS_CB_2010)
#=ID;CBFB_NFYA;(Pfam);CBFB_NFYA_LIG_0-0;(PLoS_CB_2010)
#=ID;CBFB_NFYA;(Pfam);CBFB_NFYA_LIG_0-2;(PLoS_CB_2010)
#=ID;CiPC;(Pfam);CiPC_LIG_3-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_12-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_61-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_18-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_46-1;(PLoS_CB_2010)
#=ID;Y_phosphatase;(Pfam);Y_phosphatase_LIG_0-0;(PLoS_CB_2010)
#=ID;Y_phosphatase;(Pfam);Y_phosphatase_LIG_0-5;(PLoS_CB_2010)
#=ID;Y_phosphatase;(Pfam);Y_phosphatase_LIG_0-3;(PLoS_CB_2010)
#=ID;Y_phosphatase;(Pfam);Y_phosphatase_LIG_0-2;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_1-0;(PLoS_CB_2010)
#=ID;WW;(Pfam);WW_LIG_1-52;(PLoS_CB_2010)
#=ID;Pkinase;(Pfam);Pkinase_LIG_20-0;(PLoS_CB_2010)
#=ID;Pkinase;(Pfam);Pkinase_LIG_20-2;(PLoS_CB_2010)
#=ID;Pkinase;(Pfam);Pkinase_LIG_20-3;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_12-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_12-3;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_44-2;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_44-0;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_2-9;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_2-0;(PLoS_CB_2010)
#=ID;Staufen_C;(Pfam);Staufen_C_LIG_2-0;(PLoS_CB_2010)
#=ID;VHL_C;(Pfam);VHL_C_LIG_2-1;(PLoS_CB_2010)
#=ID;VHL_C;(Pfam);VHL_C_LIG_2-0;(PLoS_CB_2010)
#=ID;VHL_C;(Pfam);VHL_C_LIG_2-2;(PLoS_CB_2010)
#=ID;TPR_8;(Pfam);TPR_8_LIG_1-0;(PLoS_CB_2010)
#=ID;TPR_8;(Pfam);TPR_8_LIG_1-1;(PLoS_CB_2010)
#=ID;53-BP1_Tudor;(Pfam);53-BP1_Tudor_LIG_0-0;(PLoS_CB_2010)
#=ID;7tm_1;(Pfam);7tm_1_LIG_0-0;(PLoS_CB_2010)
#=ID;Ank;(Pfam);Ank_LIG_0-0;(PLoS_CB_2010)
#=ID;BAH;(Pfam);BAH_LIG_0-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_49-0;(PLoS_CB_2010)
#=ID;RRM_1;(Pfam);RRM_1_LIG_4-0;(PLoS_CB_2010)
#=ID;Pkinase_Tyr;(Pfam);Pkinase_Tyr_LIG_0-0;(PLoS_CB_2010)
#=ID;Pkinase_Tyr;(Pfam);Pkinase_Tyr_LIG_0-1;(PLoS_CB_2010)
#=ID;Pkinase_Tyr;(Pfam);Pkinase_Tyr_LIG_0-8;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_2-12;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_2-6;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_2-19;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_2-39;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_2-0;(PLoS_CB_2010)
#=ID;TPR_11;(Pfam);TPR_11_LIG_0-0;(PLoS_CB_2010)
#=ID;Ssu72;(Pfam);Ssu72_LIG_0-1;(PLoS_CB_2010)
#=ID;Ssu72;(Pfam);Ssu72_LIG_0-0;(PLoS_CB_2010)
#=ID;Insulin;(Pfam);Insulin_LIG_5-0;(PLoS_CB_2010)
#=ID;UEV;(Pfam);UEV_LIG_0-0;(PLoS_CB_2010)
#=ID;UEV;(Pfam);UEV_LIG_0-3;(PLoS_CB_2010)
#=ID;UEV;(Pfam);UEV_LIG_0-7;(PLoS_CB_2010)
#=ID;TPR_7;(Pfam);TPR_7_LIG_2-0;(PLoS_CB_2010)
#=ID;TPR_7;(Pfam);TPR_7_LIG_2-1;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_15-0;(PLoS_CB_2010)
#=ID;ASF1_hist_chap;(Pfam);ASF1_hist_chap_LIG_0-0;(PLoS_CB_2010)
#=ID;zf-UBP;(Pfam);zf-UBP_LIG_0-0;(PLoS_CB_2010)
#=ID;Ras;(Pfam);Ras_LIG_1-0;(PLoS_CB_2010)
#=ID;Ras;(Pfam);Ras_LIG_1-1;(PLoS_CB_2010)
#=ID;Asp;(Pfam);Asp_LIG_1-0;(PLoS_CB_2010)
#=ID;HRM;(Pfam);HRM_LIG_0-0;(PLoS_CB_2010)
#=ID;SOCS_box;(Pfam);SOCS_box_LIG_1-0;(PLoS_CB_2010)
#=ID;SOCS_box;(Pfam);SOCS_box_LIG_1-1;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb1_3;(Pfam);RNA_pol_Rpb1_3_LIG_0-0;(PLoS_CB_2010)
#=ID;TPR_16;(Pfam);TPR_16_LIG_2-0;(PLoS_CB_2010)
#=ID;Glyco_transf_41;(Pfam);Glyco_transf_41_LIG_0-4;(PLoS_CB_2010)
#=ID;Glyco_transf_41;(Pfam);Glyco_transf_41_LIG_0-1;(PLoS_CB_2010)
#=ID;Glyco_transf_41;(Pfam);Glyco_transf_41_LIG_0-0;(PLoS_CB_2010)
#=ID;Glyco_transf_41;(Pfam);Glyco_transf_41_LIG_0-2;(PLoS_CB_2010)
#=ID;Troponin;(Pfam);Troponin_LIG_2-1;(PLoS_CB_2010)
#=ID;Troponin;(Pfam);Troponin_LIG_2-0;(PLoS_CB_2010)
#=ID;RPN1_RPN2_N;(Pfam);RPN1_RPN2_N_LIG_2-0;(PLoS_CB_2010)
#=ID;V-set;(Pfam);V-set_LIG_42-0;(PLoS_CB_2010)
#=ID;CTD_bind;(Pfam);CTD_bind_LIG_1-0;(PLoS_CB_2010)
#=ID;CTD_bind;(Pfam);CTD_bind_LIG_1-30;(PLoS_CB_2010)
#=ID;CTD_bind;(Pfam);CTD_bind_LIG_1-18;(PLoS_CB_2010)
#=ID;MitMem_reg;(Pfam);MitMem_reg_LIG_9-0;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb1_5;(Pfam);RNA_pol_Rpb1_5_LIG_21-0;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb1_5;(Pfam);RNA_pol_Rpb1_5_LIG_21-1;(PLoS_CB_2010)
#=ID;DCP1;(Pfam);DCP1_LIG_2-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_4-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_4-10;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_4-2;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_9-4;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_9-6;(PLoS_CB_2010)
#=ID;Trypsin;(Pfam);Trypsin_LIG_9-0;(PLoS_CB_2010)
#=ID;WD40;(Pfam);WD40_LIG_15-0;(PLoS_CB_2010)
#=ID;Peptidase_C14;(Pfam);Peptidase_C14_LIG_6-0;(PLoS_CB_2010)
#=ID;RPN1_RPN2_N;(Pfam);RPN1_RPN2_N_LIG_3-0;(PLoS_CB_2010)
#=ID;Pkinase;(Pfam);Pkinase_LIG_15-2;(PLoS_CB_2010)
#=ID;Pkinase;(Pfam);Pkinase_LIG_15-0;(PLoS_CB_2010)
#=ID;SWIB;(Pfam);SWIB_LIG_0-0;(PLoS_CB_2010)
#=ID;SH3_2;(Pfam);SH3_2_LIG_1-0;(PLoS_CB_2010)
#=ID;BRO1;(Pfam);BRO1_LIG_1-6;(PLoS_CB_2010)
#=ID;BRO1;(Pfam);BRO1_LIG_1-4;(PLoS_CB_2010)
#=ID;BRO1;(Pfam);BRO1_LIG_1-0;(PLoS_CB_2010)
#=ID;BRO1;(Pfam);BRO1_LIG_2-0;(PLoS_CB_2010)
#=ID;EF-hand_7;(Pfam);EF-hand_7_LIG_4-0;(PLoS_CB_2010)
